Links,Imagenes,,Temporada,Color,Estilo,Estampado,Escote,Longitud_manga,Corte,Material,Precio,Ventas
https://www.shein.com.mx/SHEIN-SXY-Backless-Bodycon-Dress-With-Spaghetti-Straps-p-27131487.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/12/04/04/1701654285f9b89e25ba6223dedf6bdb7129c8bff7_thumbnail_405x552.jpg,,Primavera,Rojo,Fiesta,Generico,Corazon,Sin mangas,Natural,Poliuretano,$251.00,100
https://www.shein.com.mx/Tie-Front-Split-Thigh-Cami-Dress-p-22446753.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/08/26/c1/16929793095ff45bfe265589d6dea59da17cd9700e_thumbnail_405x552.jpg,,Primavera,Rojo,Casual,Generico,Recto,Sin mangas,Tirantes,Algodón,$490.00,200
https://www.shein.com.mx/SHEIN-EZwear-Drawstring-Side-Asymmetrical-Hem-Tank-Dress-p-20081977.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/08/20/59/1692539985c25612f3e7346a9fc45cd71691226809_thumbnail_405x552.jpg,,Otoño,Negro,Casual,Generico,Recto,Sin mangas,Ajustado,Poliuretano,$177.39,37
https://www.shein.com.mx/SHEIN-Frenchy-Swiss-Dot-Ruffle-Hem-Dress-p-13257732.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2024/02/23/53/17086932286a4c351b1eca1aa0d96ae90abfac1083_thumbnail_405x552.jpg,,Primavera,Azul,Casual,Generico,Redondo,Manga corta,A línea,Poliamida,$513.00,90
https://www.shein.com.mx/SHEIN-MOD-Contrast-Color-Bottom-Hem-Big-Bowknot-Design-Dress-p-28528518.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2024/01/03/0c/17042460369f72cd65287ae7158b49ea65c778c20d_thumbnail_405x552.jpg,,Verano,Multicolor,Casual,Combinado,Recto,Sin mangas,Natural,Poliuretano,$276.00,10
https://www.shein.com.mx/SHEIN-LUNE-Polka-Dot-Ruffle-Hem-Dress-p-9994679.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2022/03/11/1646982720ee0b49cee17393a2434f69a315dcd324_thumbnail_405x552.jpg,,Verano,Negro,Casual,Geometrico,Redondo,Sin mangas,Holgado,Poliamida,$196.00,20
https://www.shein.com.mx/SHEIN-Essnce-Solid-Halter-Neck-Bodycon-Dress-p-11469727.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2022/09/13/16630340381bc69c4ff475b0da0c189efb6bbffc8f_thumbnail_405x552.jpg,,Invierno,Negro,Casual,Generico,Alzado,Sin mangas,Tirantes,Elastano,$150.38,14
https://www.shein.com.mx/SHEIN-Belle-One-Shoulder-Ruffle-Trim-Slit-Mermaid-Hem-Prom-Bridesmaid-Dress-p-7140542.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2021/12/02/1638436052d59073b3d01ce41983b1e306db1cd578_thumbnail_405x552.jpg,,Otoño,Verde,Bohemio,Generico,Asimetrico,Manga larga,Ajustado,Elastano,$567.49,200
https://www.shein.com.mx/EMERY-ROSE-Floral-Print-Cami-Dress-p-14631718.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/04/10/1681094970f4e22ae52b7f74841aa0820f4a7718c4_thumbnail_405x552.jpg,,Invierno,Verde,Bohemio,Floral,Redondo,Sin mangas,Natural,Elastano,$322.00,80
https://www.shein.com.mx/SHEIN-LUNE-Flounce-Hem-Solid-Dress-p-1151748.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2020/05/19/1589877325b0e37d930c1a594db474d7e327c9d625_thumbnail_405x552.jpg,,Verano,Azul,Casual,Generico,Redondo,Manga capa,A línea,Poliamida,$241.00,400
https://www.shein.com.mx/SHEIN-WYWH-Vacation-Draped-Neck-Cami-Dress-p-27240794.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/12/06/96/17018311321f42fcdf533bf8a899782a659ea12b9e_thumbnail_405x552.jpg,,Primavera,Multicolor,Bohemio,Floral,Recto,Sin mangas,Tirantes,Algodón,$177.87,80
https://www.shein.com.mx/Notched-Neckline-Batwing-Sleeve-Dress-p-19188976.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/07/10/168895367787af1b5d10e825400ffc0f7e1fefb486_thumbnail_405x552.jpg,,Verano,Azul,Casual,Generico,V,Manga corta,A línea,Poliuretano,$308.00,200
https://www.shein.com.mx/SHEIN-VCAY-Leaf-Print-Notched-Neckline-Flounce-Sleeve-Ruffle-Hem-Maxi-Dress-p-24631129.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/10/14/0d/16972513021d691beb90727d269628ce6c2de0b7e8_thumbnail_405x552.jpg,,Primavera,Verde,Bohemio,Generico,V,Manga larga,Holgado,Elastano,$514.25,100
https://www.shein.com.mx/SHEIN-Clasi-Allover-Print-Belted-Dress-p-9128017.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2022/02/07/1644223067fdf5f2f4a4886b9bfafb74d9b1e02088_thumbnail_405x552.jpg,,Verano,Multicolor,Elegante,Generico,Redondo,Manga media,A línea,Poliamida,$274.00,100
https://www.shein.com.mx/SHEIN-LUNE-Ditsy-Floral-Print-Scoop-Neck-Dress-Without-Belt-p-14096210.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/03/23/1679536730321322974be0afc2185b75e3cba79656_thumbnail_405x552.jpg,,Primavera,Amarillo,Bohemio,Floral,Alzado,Manga corta,A línea,Elastano,$211.00,200
https://www.shein.com.mx/SHEIN-Clasi-Solid-Laser-Cut-Scallop-Trim-Dress-p-22823295.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/09/08/26/1694141113ccc51f13a170b1007a3e3a64c635cfda_thumbnail_405x552.jpg,,Invierno,Morado,Casual,Generico,V,Manga corta,Camisa,Algodón,$253.00,300
https://www.shein.com.mx/SHEIN-BAE-Cutout-Solid-Split-Hem-Dress-p-10836650.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2022/06/16/16553522705584ef43811ff1959b818720cb18e4dd_thumbnail_405x552.jpg,,Invierno,Azul,Sexy,Generico,Corazon,Sin mangas,Tirantes,Poliuretano,$229.00,100
https://www.shein.com.mx/Shoulder-Strap-Front-Middle-Buckle-Floral-Print-Dress-p-29311933.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2024/02/28/4e/170911085724f3e7f8c9c8c0508868bd0491ec34db_thumbnail_405x552.jpg,,Verano,Rosa,Bohemio,Floral,Recto,Sin mangas,Tirantes,Poliuretano,$612.85,1000
https://www.shein.com.mx/SHEIN-BAE-Cut-Out-Tie-Back-Glitter-Bodycon-Dress-p-12360144.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2022/12/05/167021724499fee4276a2e6693f1ea5f3f8214aa26_thumbnail_405x552.jpg,,Primavera,Cafe,Fiesta,Generico,Alzado,Sin mangas,Tirantes,Poliuretano,$138.40,20
https://www.shein.com.mx/SHEIN-MOD-Ditsy-Floral-Print-Split-Thigh-Cami-Bra-Cup-Press-Down-Center-Front-Lace-Up-Bow-Dress-p-14690776.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/04/20/1681954090361357f48898489fcde40345d1c6f726_thumbnail_405x552.jpg,,Invierno,Amarillo,Bohemio,Floral,Corazon,Sin mangas,Tirantes,Tela tricotada,$208.78,21
https://www.shein.com.mx/SHEIN-VCAY-Polka-Dot-Print-Flounce-Sleeve-Belted-Dress-p-12812767.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/01/19/16741266806bcb6222f6c914166e8facb5dda7e92d_thumbnail_405x552.jpg,,Primavera,Azul,Bohemio,Geometrico,Alzado,Manga corta,A línea,Poliuretano,$431.00,70
https://www.shein.com.mx/SHEIN-BAE-Solid-Drawstring-Side-Cami-Dress-p-2759702.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2021/05/31/1622434682821a322ef120f24519a50f9eb08b6dec_thumbnail_405x552.jpg,,Primavera,Azul,Sexy,Generico,Corazon,Sin mangas,Tirantes,Viscosa,$267.00,700
https://www.shein.com.mx/SHEIN-SXY-Off-Shoulder-Ruffle-Trim-Split-Thigh-Dress-p-12547925.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2022/12/21/167160552873ff79e00bc31ddcb3c3f37303194dec_thumbnail_405x552.jpg,,Invierno,Blanco,Sexy,Generico,Recto,Manga corta,Holgado,Elastano,$521.00,100
https://www.shein.com.mx/SHEIN-Belle-Sweetheart-Neck-Flounce-Sleeve-Bodycon-Dress-p-7433847.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2021/12/09/1639014706772b6ce359b317905886a364bedc1f77_thumbnail_405x552.jpg,,Otoño,Cafe,Sexy,Geometrico,Corazon,Manga larga,Ajustado,Poliuretano,$238.70,11
https://www.shein.com.mx/SHEIN-VCAY-Tropical-Print-Overlap-Collar-Backless-Slit-Thigh-Cami-Dress-p-9943618.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2022/03/07/1646615842fa475c4b885fff63e1e61f8c7c737faf_thumbnail_405x552.jpg,,Invierno,Azul,Bohemio,Floral,Corazon,Sin mangas,Tirantes,Algodón,$445.00,90
https://www.shein.com.mx/Joyfunear-Women-s-Solid-Color-Puff-Mesh-Cami-Dress-p-27044344.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/11/30/70/170133257070c1372fc83e7f583c957bb7742e0d24_thumbnail_405x552.jpg,,Primavera,Blanco,Fiesta,Generico,Redondo,Sin mangas,Tirantes,Poliuretano,$559.00,20
https://www.shein.com.mx/SHEIN-Frenchy-Allover-Print-Knot-Side-Halter-Dress-p-22059703.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/08/25/03/1692946959c306ebf70ca0325ef5d283324589ce2e_thumbnail_405x552.jpg,,Invierno,Blanco,Casual,Generico,Alzado,Sin mangas,Ajustado,Poliuretano,$241.01,100
https://www.shein.com.mx/SHEIN-Priv-White-Off-Shoulder-Pearl-Women-s-Dress-p-26868721.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/12/20/55/170305703662a80b9e9eef0513d766cafd6b6021f3_thumbnail_405x552.jpg,,Primavera,Blanco,Elegante,Generico,Recto,Manga larga,Ajustado,Tela tricotada,$323.39,400
https://www.shein.com.mx/Women-s-Lantern-Sleeve-Hollow-Out-Waist-Dress-p-28488262.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2024/01/03/5b/1704248456328ed153710168300709b0c31c577a20_thumbnail_405x552.jpg,,Invierno,Verde,Casual,Generico,Redondo,Manga larga,Ajustado,Poliamida,$448.00,20
https://www.shein.com.mx/Rusttydustty-Floral-Print-Lace-Trim-Puff-Sleeve-Dress-p-7434017.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/04/25/1682392785029cf216994b7e8ae65bae18e0a32e57_thumbnail_405x552.jpg,,Invierno,Multicolor,Bohemio,Floral,V,Manga corta,Holgado,Poliuretano,$312.00,100
https://www.shein.com.mx/DAZY-Ladies-V-Neck-Slim-Fit-Waist-Belted-Mid-Length-Dress-p-27890145.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/12/19/43/170294989474468b3fa9464ea69b3ad04571dfa911_thumbnail_405x552.jpg,,Primavera,Cafe,Casual,Generico,V,Manga larga,A línea,Tela tricotada,$603.00,1000
https://www.shein.com.mx/Lace-Insert-High-Low-Velvet-Dress-p-12170918.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/01/09/1673229217c7688f64912dfcfede4ed781c492f9f4_thumbnail_405x552.jpg,,Verano,Negro,Fiesta,Generico,Redondo,Manga larga,A línea,Algodón,$409.00,60
https://www.shein.com.mx/SHEIN-Tall-Contrast-Geo-Tape-Cami-Dress-p-17937478.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/06/16/1686883216a544e60e0e4bd38df8a01a4ffe0737c8_thumbnail_405x552.jpg,,Invierno,Azul,Casual,Geometrico,Corazon,Sin mangas,Tirantes,Algodón,$165.00,100
https://www.shein.com.mx/SHEIN-LUNE-Graphic-Print-Half-Zip-Belted-Dress-p-18358960.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/07/08/16888212318dfe2063846bee76e71d2e0ca99e0872_thumbnail_405x552.jpg,,Invierno,Blanco,Casual,Combinado,V,Sin mangas,Ajustado,Elastano,$261.00,100
https://www.shein.com.mx/SHEIN-Priv-Square-Neck-Puff-Sleeve-A-line-Dress-p-17856077.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/06/14/1686750366ff92de0e7fe5e56501198393ca65a12e_thumbnail_405x552.jpg,,Otoño,Rojo,Elegante,Generico,Recto,Manga corta,Holgado,Algodón,$282.00,100
https://www.shein.com.mx/SHEIN-MOD-Floral-Print-Flounce-Sleeve-Dress-p-11278675.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2022/08/23/16612462322048840d3dd2550a7de9c9d9127ed4d9_thumbnail_405x552.jpg,,Primavera,Multicolor,Elegante,Floral,Recto,Manga larga,A línea,Algodón,$276.00,100
https://www.shein.com.mx/SHEIN-VCAY-Women-Cut-Out-Split-Thigh-Summer-Beach-Tube-Bandeau-Green-Bodycon-Dress-p-9159937.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2022/01/19/1642562586a44ea317e1678641125ad891ab7886ad_thumbnail_405x552.jpg,,Otoño,Verde,Sexy,Generico,Recto,Sin mangas,Ajustado,Poliamida,$237.00,900
https://www.shein.com.mx/MOTF-PREMIUM-PRINTED-PLISSE-MIDI-DRESS-WITHOUT-BELT-p-20660579.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/08/02/16909450145ac59e276647be92cdbc0ff207b53c39_thumbnail_405x552.jpg,,Otoño,Multicolor,Elegante,Generico,Redondo,Manga larga,A línea,Poliuretano,$840.00,10
https://www.shein.com.mx/SHEIN-WYWH-Allover-Floral-Print-Cami-Dress-p-14716395.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/04/11/168121670003a9856a8f2ae327c8c75c83f3adf02b_thumbnail_405x552.jpg,,Primavera,Multicolor,Bohemio,Floral,Recto,Sin mangas,Tirantes,Poliamida,$177.00,700
https://www.shein.com.mx/SHEIN-VCAY-Tie-Backless-Wrap-Ruched-Halter-Dress-p-10727917.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2022/06/01/165406405359c475735c0b2a601fc264113204840e_thumbnail_405x552.jpg,,Verano,Negro,Casual,Generico,Alzado,Sin mangas,Tirantes,Algodón,$474.00,10
https://www.shein.com.mx/Surplice-Neck-Lantern-Sleeve-Pleated-Hem-Belted-Dress-p-16773588.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/05/23/16848232861d139cb467822ee931d35af4a6308e6e_thumbnail_405x552.jpg,,Verano,Verde,Casual,Generico,V,Manga larga,A línea,Poliamida,$351.00,200
https://www.shein.com.mx/SHEIN-VCAY-Allover-Print-Ruffle-Trim-Dress-p-14261356.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/03/28/1679992472d66fa019fafcbf63fd8574e53d6f38dc_thumbnail_405x552.jpg,,Verano,Blanco,Bohemio,Floral,V,Manga capa,Natural,Algodón,$210.00,80
https://www.shein.com.mx/SHEIN-Unity-Floral-Print-Twist-Front-Split-Thigh-Dress-p-17969853.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/06/17/168693130219245d103127b6c930eaaee83be55ef5_thumbnail_405x552.jpg,,Verano,Azul,Bohemio,Floral,V,Manga corta,Ajustado,Elastano,$317.00,100
https://www.shein.com.mx/Leopard-Print-Knot-Side-Wrap-Dress-p-16680648.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=1&pageListType=4,https://img.ltwebstatic.com/images3_pi/2023/05/24/1684900861c28df5b27dd199b02831fea5be0cc586_thumbnail_405x552.jpg,,Otoño,Multicolor,Casual,Combinado,V,Manga corta,Ajustado,Poliuretano,$355.30,400
https://www.shein.com.mx/Women-s-Dress-Printed-Dress-Off-Shoulder-Dress-Short-Sleeve-Dress-Floral-Print-p-21241184.html?src_identifier=fc%3DWomen%20Clothing%60sc%3DWomen%20Clothing%60tc%3DShop%20by%20category%60oc%3DDresses%60ps%3Dtab03navbar03menu01dir05%60jc%3Dreal_1727&src_module=topcat&src_tab_page_id=page_home1709181716502&mallCode=2&pageListType=4,https://img.ltwebstatic.com/images3_spmp/2023/08/11/cc/169169642162c408b6a94d119d01bb54d9137fa13b_thumbnail_405x552.jpg,,Otoño,Negro,Vintage,Floral,Recto,Manga corta,A línea,Algodón,$99.99,1000
